catalogue_id,product,company,salt,dosage_form,pack,reference_price,discontinued,search_text
MED0141580,Mytipred-DZ Tablet,Integral Lifesciences,,allopathy,,85.4,False,mytipred-dz tablet |  | integral lifesciences | allopathy | 
MED0141581,Monopred 1% Eye Drop,Optho Pharma Pvt Ltd,,allopathy,,35.0,False,monopred 1% eye drop |  | optho pharma pvt ltd | allopathy | 
MED0141582,Mecoart 2500mcg Injection,Ridgecure Pharma,,allopathy,,72.0,False,mecoart 2500mcg injection |  | ridgecure pharma | allopathy | 
MED0141583,Micoside 250mg Tablet,Genesis Biotech Inc,,allopathy,,140.0,False,micoside 250mg tablet |  | genesis biotech inc | allopathy | 
MED0141584,Mexfib G1 Tablet SR,Fibovil Pharmaceuticals Pvt Ltd,,allopathy,,55.0,False,mexfib g1 tablet sr |  | fibovil pharmaceuticals pvt ltd | allopathy | 
MED0141585,Modorex AB Syrup,Modron Healthcare,,allopathy,,69.0,False,modorex ab syrup |  | modron healthcare | allopathy | 
MED0141586,Mensacid Gel Sugar Free,Mensa Futura Life Sciences Pvt Ltd,,allopathy,,80.0,False,mensacid gel sugar free |  | mensa futura life sciences pvt ltd | allopathy | 
MED0141587,Maxbull 50mg Tablet,Indiabulls pharmaceutical ltd,,allopathy,,300.0,False,maxbull 50mg tablet |  | indiabulls pharmaceutical ltd | allopathy | 
MED0141588,Maxletro 2.5mg Tablet,Curador Healthcare Pvt Ltd,,allopathy,,150.0,False,maxletro 2.5mg tablet |  | curador healthcare pvt ltd | allopathy | 
MED0141589,Modzap 10mg Tablet,Swiss Pharma Pvt Ltd,,allopathy,,60.0,False,modzap 10mg tablet |  | swiss pharma pvt ltd | allopathy | 
MED0141590,Methodec N 100mg/325mg Tablet,Auromentis Pharmaceuticals,,allopathy,,30.0,False,methodec n 100mg/325mg tablet |  | auromentis pharmaceuticals | allopathy | 
MED0141591,Mecodryl M Syrup,Mecado Healthcare Pvt Ltd,,allopathy,,42.9,False,mecodryl m syrup |  | mecado healthcare pvt ltd | allopathy | 
MED0141592,Magpan D 10mg/40mg Tablet,Magnus Biotech Pvt Ltd,,allopathy,,58.0,False,magpan d 10mg/40mg tablet |  | magnus biotech pvt ltd | allopathy | 
MED0141593,Metix 200mg Tablet,Pluzine Healthcare,,allopathy,,200.0,False,metix 200mg tablet |  | pluzine healthcare | allopathy | 
MED0141594,Molshil 120mg Orally Disintegrating Strip,Shilpa Medicare Ltd,,allopathy,,110.0,False,molshil 120mg orally disintegrating strip |  | shilpa medicare ltd | allopathy | 
MED0141595,Meficon Spas 10mg/250mg Tablet,Briscon Remedies,,allopathy,,33.0,False,meficon spas 10mg/250mg tablet |  | briscon remedies | allopathy | 
MED0141596,Moxiflip 0.5% Eye Drop,Aitne Lifesciences,,allopathy,,94.0,False,moxiflip 0.5% eye drop |  | aitne lifesciences | allopathy | 
MED0141597,Metvale 500mg Tablet SR,Cardiatic Care,,allopathy,,42.0,False,metvale 500mg tablet sr |  | cardiatic care | allopathy | 
MED0141598,Multi FE Injection,Sudha Lifesciences Pvt Ltd,,allopathy,,270.0,False,multi fe injection |  | sudha lifesciences pvt ltd | allopathy | 
MED0141599,Mediocarb 150mg Injection,Medion Biotech Pvt Ltd,,allopathy,,870.0,False,mediocarb 150mg injection |  | medion biotech pvt ltd | allopathy | 
MED0141600,Methy-AB Injection,Rekin Pharma Pvt. Ltd.,,allopathy,,95.0,False,methy-ab injection |  | rekin pharma pvt. ltd. | allopathy | 
MED0141601,M IT 200mg Tablet,Monsut Chem Industries,,allopathy,,210.0,False,m it 200mg tablet |  | monsut chem industries | allopathy | 
MED0141602,Met-Plus-G2 Tablet SR,Bi-Cure Remedies,,allopathy,,115.0,False,met-plus-g2 tablet sr |  | bi-cure remedies | allopathy | 
MED0141603,Mirasmart S 50 Tablet ER,RPG Life Sciences Ltd,,allopathy,,500.0,False,mirasmart s 50 tablet er |  | rpg life sciences ltd | allopathy | 
MED0141604,Metneurobion P 750mcg/75mg Tablet,Merck Ltd,,allopathy,,72.6,False,metneurobion p 750mcg/75mg tablet |  | merck ltd | allopathy | 
MED0141605,Mudrest Tablet,Re Lead Lifescience Private Limited,,allopathy,,149.9,False,mudrest tablet |  | re lead lifescience private limited | allopathy | 
MED0141606,Monsi-FX Tablet,Sidhbali Formulations,,allopathy,,120.0,False,monsi-fx tablet |  | sidhbali formulations | allopathy | 
MED0141607,METOX AM 5 MG/50 MG TABLET,Wockhardt Ltd,,allopathy,,84.3,True,metox am 5 mg/50 mg tablet |  | wockhardt ltd | allopathy | 
MED0141608,Mikatax 250mg Injection,Alkem Laboratories Ltd,,allopathy,,50.5,False,mikatax 250mg injection |  | alkem laboratories ltd | allopathy | 
MED0141609,Merixim 500mg Injection,Sun Pharmaceutical Industries Ltd,,allopathy,,1004.96,False,merixim 500mg injection |  | sun pharmaceutical industries ltd | allopathy | 
MED0141610,Melar Tablet,Prayas Pharmaceuticals,,allopathy,,8.73,False,melar tablet |  | prayas pharmaceuticals | allopathy | 
MED0141611,Mkcin 500mg Injection,Mankind Pharma Ltd,,allopathy,,65.0,False,mkcin 500mg injection |  | mankind pharma ltd | allopathy | 
MED0141612,Mezocar LA 100mg Tablet,Pulse Pharmaceuticals,,allopathy,,6.72,False,mezocar la 100mg tablet |  | pulse pharmaceuticals | allopathy | 
MED0141613,Metvomin 500mg Tablet XR,Vasu Organics Pvt Ltd,,allopathy,,15.81,False,metvomin 500mg tablet xr |  | vasu organics pvt ltd | allopathy | 
MED0141614,Merostal 1gm Injection,Stallion Laboratories Pvt Ltd,,allopathy,,1250.0,False,merostal 1gm injection |  | stallion laboratories pvt ltd | allopathy | 
MED0141615,Mefter D 10mg/250mg Tablet,Axter Pharmaceuticals Pvt Ltd,,allopathy,,30.0,False,mefter d 10mg/250mg tablet |  | axter pharmaceuticals pvt ltd | allopathy | 
MED0141616,Mosid MT 2.5mg Tablet,Torrent Pharmaceuticals Ltd,,allopathy,,17.04,False,mosid mt 2.5mg tablet |  | torrent pharmaceuticals ltd | allopathy | 
MED0141617,Midol 100mg Injection,Mepfarma India Pvt Ltd,,allopathy,,18.0,False,midol 100mg injection |  | mepfarma india pvt ltd | allopathy | 
MED0141618,Meris Eye Drop,Mepfarma India Pvt Ltd,,allopathy,,24.0,False,meris eye drop |  | mepfarma india pvt ltd | allopathy | 
MED0141619,Moxidus-CV 250mg/125mg Tablet,Indus Pharma Pvt Ltd,,allopathy,,90.0,False,moxidus-cv 250mg/125mg tablet |  | indus pharma pvt ltd | allopathy | 
MED0141620,Moxycon 500mg Capsule,Iscon Life Sciences,,allopathy,,70.0,False,moxycon 500mg capsule |  | iscon life sciences | allopathy | 
MED0141621,Momez 20mg Capsule,ModHike Pvt Ltd,,allopathy,,50.0,False,momez 20mg capsule |  | modhike pvt ltd | allopathy | 
MED0141622,Mofla 200mg Tablet,Moral Pharmaceuticals,,allopathy,,44.0,False,mofla 200mg tablet |  | moral pharmaceuticals | allopathy | 
MED0141623,Myodum CV Syrup,MRG Biotech Pvt Ltd,,allopathy,,55.0,False,myodum cv syrup |  | mrg biotech pvt ltd | allopathy | 
MED0141624,Make FE 50mg Injection,Uniword Pharma,,allopathy,,95.0,False,make fe 50mg injection |  | uniword pharma | allopathy | 
MED0141625,Mush 450mg/300mg Tablet,Orison Pharma International,,allopathy,,52.0,False,mush 450mg/300mg tablet |  | orison pharma international | allopathy | 
MED0141626,M Quit 120mg Injection,Quick Heal Life Sciences,,allopathy,,425.0,False,m quit 120mg injection |  | quick heal life sciences | allopathy | 
MED0141627,Malarquine 100mg Tablet,Acron Pharmaceuticals,,allopathy,,20.8,False,malarquine 100mg tablet |  | acron pharmaceuticals | allopathy | 
MED0141628,Moromax Cream,Nilrise Pharmaceuticals Pvt Ltd,,allopathy,,180.0,False,moromax cream |  | nilrise pharmaceuticals pvt ltd | allopathy | 
MED0141629,Mepin AT 5mg/50mg Tablet,Mepro Pharmaceuticals,,allopathy,,30.0,False,mepin at 5mg/50mg tablet |  | mepro pharmaceuticals | allopathy | 
MED0141630,Mecef 1000mg Injection,Mehar Remedies,,allopathy,,58.21,False,mecef 1000mg injection |  | mehar remedies | allopathy | 
MED0141631,Megagyl Syrup,Medicross Pharmaceuticals,,allopathy,,30.0,False,megagyl syrup |  | medicross pharmaceuticals | allopathy | 
MED0141632,Mecostay-P Capsule,Stensa Life Sciences,,allopathy,,100.0,False,mecostay-p capsule |  | stensa life sciences | allopathy | 
MED0141633,Mares 50mg Tablet,Ubit Pharmaceuticals Pvt Ltd,,allopathy,,30.0,False,mares 50mg tablet |  | ubit pharmaceuticals pvt ltd | allopathy | 
MED0141634,Montest Odt 10mg Tablet,Delvin Formulations Pvt Ltd,,allopathy,,99.0,False,montest odt 10mg tablet |  | delvin formulations pvt ltd | allopathy | 
MED0141635,Maxceft 200 mg/125 mg Tablet,Alembic Pharmaceuticals Ltd,,allopathy,,289.0,False,maxceft 200 mg/125 mg tablet |  | alembic pharmaceuticals ltd | allopathy | 
MED0141636,Moxilink 500mg Capsule,Lincoln Pharmaceuticals Ltd,,allopathy,,60.9,False,moxilink 500mg capsule |  | lincoln pharmaceuticals ltd | allopathy | 
MED0141637,Monzer 5mg Tablet,JV Healthcare,,allopathy,,29.0,False,monzer 5mg tablet |  | jv healthcare | allopathy | 
MED0141638,Megathral 100mg Tablet DT,Innovative Pharmaceuticals,,allopathy,,35.65,False,megathral 100mg tablet dt |  | innovative pharmaceuticals | allopathy | 
MED0141639,Meditas 40mg Tablet,Medichem Pharmceuticals Ltd,,allopathy,,195.0,False,meditas 40mg tablet |  | medichem pharmceuticals ltd | allopathy | 
MED0141640,METPURE AR 10 MG/5 MG/25 MG TABLET,Emcure Pharmaceuticals Ltd,,allopathy,,85.0,True,metpure ar 10 mg/5 mg/25 mg tablet |  | emcure pharmaceuticals ltd | allopathy | 
MED0141641,Monocin 500mg Injection,Maan Pharmaceuticals Ltd,,allopathy,,50.38,False,monocin 500mg injection |  | maan pharmaceuticals ltd | allopathy | 
MED0141642,Monocin 300mg Tablet,Overseas Healthcare Pvt Ltd,,allopathy,,26.93,False,monocin 300mg tablet |  | overseas healthcare pvt ltd | allopathy | 
MED0141643,Mdrot Tablet,Mensa Futura Life Sciences Pvt Ltd,,allopathy,,65.0,False,mdrot tablet |  | mensa futura life sciences pvt ltd | allopathy | 
MED0141644,Mahacort 24mg Tablet,MPC Pharmaceuticals,,allopathy,,275.0,False,mahacort 24mg tablet |  | mpc pharmaceuticals | allopathy | 
MED0141645,Mpan-DSR Capsule,MPC Pharmaceuticals,,allopathy,,90.0,False,mpan-dsr capsule |  | mpc pharmaceuticals | allopathy | 
MED0141646,Morbifix 200 LB Tablet,Wellmark Lifesciences Private Limited,,allopathy,,150.0,False,morbifix 200 lb tablet |  | wellmark lifesciences private limited | allopathy | 
MED0141647,Mefloflam Oral Suspension,Avonic Life Sciences,,allopathy,,39.0,False,mefloflam oral suspension |  | avonic life sciences | allopathy | 
MED0141648,Mecobox 1500mcg Injection,Mediyork Pharma Pvt Ltd,,allopathy,,75.0,False,mecobox 1500mcg injection |  | mediyork pharma pvt ltd | allopathy | 
MED0141649,Mefapt D 80mg/250mg Tablet,Uniphar Biotech Private Limited,,allopathy,,74.0,False,mefapt d 80mg/250mg tablet |  | uniphar biotech private limited | allopathy | 
MED0141650,Mocflox 0.5% Eye Drop,PCI Pharmaceuticals,,allopathy,,110.0,False,mocflox 0.5% eye drop |  | pci pharmaceuticals | allopathy | 
MED0141651,Mecoqub 1500mcg Injection,Cubic Lifesciences Private Limited,,allopathy,,42.6,False,mecoqub 1500mcg injection |  | cubic lifesciences private limited | allopathy | 
MED0141652,Mesalzer Tablet PR,Aprazer Healthcare Pvt Ltd,,allopathy,,290.0,False,mesalzer tablet pr |  | aprazer healthcare pvt ltd | allopathy | 
MED0141653,Metroven 500mg Infusion,Plenteous Pharmaceuticals Ltd,,allopathy,,14.06,False,metroven 500mg infusion |  | plenteous pharmaceuticals ltd | allopathy | 
MED0141654,Megacob-P Capsule,Elkos Healthcare Pvt Ltd,,allopathy,,148.0,False,megacob-p capsule |  | elkos healthcare pvt ltd | allopathy | 
MED0141655,Merant TZ 1000mg/125mg Injection,Fawn Incorporation,,allopathy,,2345.0,False,merant tz 1000mg/125mg injection |  | fawn incorporation | allopathy | 
MED0141656,Matisone 8mg Tablet,Matins Pharma,,allopathy,,52.0,False,matisone 8mg tablet |  | matins pharma | allopathy | 
MED0141657,Malguan 100mg Tablet,Cista Medicorp,,allopathy,,60.0,False,malguan 100mg tablet |  | cista medicorp | allopathy | 
MED0141658,Montmor D 5mg/10mg Tablet,Morecare Pharmatec Pvt Ltd,,allopathy,,125.0,False,montmor d 5mg/10mg tablet |  | morecare pharmatec pvt ltd | allopathy | 
MED0141659,Miscold Tablet,Misha Biotech Pvt Ltd,,allopathy,,80.0,False,miscold tablet |  | misha biotech pvt ltd | allopathy | 
MED0141660,Mefset-DS Oral Suspension,Ozenius Pharmaceuticals,,allopathy,,52.0,False,mefset-ds oral suspension |  | ozenius pharmaceuticals | allopathy | 
MED0141661,Mecotrac 1500mcg Injection,Welltrack Pharma,,allopathy,,66.0,False,mecotrac 1500mcg injection |  | welltrack pharma | allopathy | 
MED0141662,Macglim M 2mg/500mg Tablet SR,Shamac Health Care Pvt Ltd,,allopathy,,98.5,False,macglim m 2mg/500mg tablet sr |  | shamac health care pvt ltd | allopathy | 
MED0141663,Metif-G 1 Tablet,Positif Life sciences,,allopathy,,40.0,False,metif-g 1 tablet |  | positif life sciences | allopathy | 
MED0141664,Moxiclox 250mg/250mg Capsule,Universal Micro Sciences,,allopathy,,80.0,False,moxiclox 250mg/250mg capsule |  | universal micro sciences | allopathy | 
MED0141665,Mecobless Injection,Spark Bless Pharma,,allopathy,,66.0,False,mecobless injection |  | spark bless pharma | allopathy | 
MED0141666,Mailevo 5mg Tablet,Sanmai Pharma,,allopathy,,48.0,False,mailevo 5mg tablet |  | sanmai pharma | allopathy | 
MED0141667,Methyzit 2500 Injection,Zither Pharmaceutical Pvt Ltd,,allopathy,,79.0,False,methyzit 2500 injection |  | zither pharmaceutical pvt ltd | allopathy | 
MED0141668,Mefhil-DS Oral Suspension,Helisinki Pharmaceuticals Pvt Ltd,,allopathy,,44.5,False,mefhil-ds oral suspension |  | helisinki pharmaceuticals pvt ltd | allopathy | 
MED0141669,Montozap Tablet,Daikon Pharmaceuticals Pvt Ltd,,allopathy,,99.0,False,montozap tablet |  | daikon pharmaceuticals pvt ltd | allopathy | 
MED0141670,Manser D Syrup,Man Serve Pharma,,allopathy,,62.0,False,manser d syrup |  | man serve pharma | allopathy | 
MED0141671,Merohit 1000mg Injection,Kritikos Care,,allopathy,,2575.0,False,merohit 1000mg injection |  | kritikos care | allopathy | 
MED0141672,Montaler-Kid Tablet,Anevay Pharmaceuticals Pvt. Ltd.,,allopathy,,85.0,False,montaler-kid tablet |  | anevay pharmaceuticals pvt. ltd. | allopathy | 
MED0141673,Metfra 500mg Tablet,Lystra Pharma,,allopathy,,17.0,False,metfra 500mg tablet |  | lystra pharma | allopathy | 
MED0141674,Met-MDS Injection,Metta Life Sciences Private Limited,,allopathy,,5200.0,False,met-mds injection |  | metta life sciences private limited | allopathy | 
MED0141675,Metodart 50mg Tablet XL,Oswin Pharmaceuticals,,allopathy,,69.0,False,metodart 50mg tablet xl |  | oswin pharmaceuticals | allopathy | 
MED0141676,Magome 20mg Capsule,Magma Allianz Laboratories Ltd,,allopathy,,32.0,False,magome 20mg capsule |  | magma allianz laboratories ltd | allopathy | 
MED0141677,MG Care V 2mg/500mg/0.2mg Tablet,Cardiatic Care,,allopathy,,119.0,False,mg care v 2mg/500mg/0.2mg tablet |  | cardiatic care | allopathy | 
MED0141678,Megabest-DM Oral Gel Elaichi,Best Biotech,,allopathy,,90.0,False,megabest-dm oral gel elaichi |  | best biotech | allopathy | 
MED0141679,M.L.C 5mg/10mg Tablet,Maan Pharmaceuticals Ltd,,allopathy,,102.6,False,m.l.c 5mg/10mg tablet |  | maan pharmaceuticals ltd | allopathy | 
MED0141680,Matcolin 500 Tablet,Matias Healthcare Pvt Ltd,,allopathy,,599.0,False,matcolin 500 tablet |  | matias healthcare pvt ltd | allopathy | 
MED0141681,Methotin 4mg Tablet,Astonea Labs Private Limited,,allopathy,,54.0,False,methotin 4mg tablet |  | astonea labs private limited | allopathy | 
MED0141682,Medona 2.5mg Tablet,West-Coast Pharmaceutical Works Ltd,,allopathy,,14.98,False,medona 2.5mg tablet |  | west-coast pharmaceutical works ltd | allopathy | 
MED0141683,Montelast 5mg Tablet,Cadila Pharmaceuticals Ltd,,allopathy,,87.42,False,montelast 5mg tablet |  | cadila pharmaceuticals ltd | allopathy | 
MED0141684,M Stat 250mg Tablet,Mercury Laboratories Ltd,,allopathy,,39.0,False,m stat 250mg tablet |  | mercury laboratories ltd | allopathy | 
MED0141685,Merom 1000mg Injection,Themis Medicare Ltd,,allopathy,,2376.03,False,merom 1000mg injection |  | themis medicare ltd | allopathy | 
MED0141686,Merocide 500mg Injection,Gland Pharma Limited,,allopathy,,487.5,False,merocide 500mg injection |  | gland pharma limited | allopathy | 
MED0141687,Movace MR Tablet,Alkem Laboratories Ltd,,allopathy,,116.16,True,movace mr tablet |  | alkem laboratories ltd | allopathy | 
MED0141688,Monogee 500mg Injection,Zydus Cadila,,allopathy,,18.37,False,monogee 500mg injection |  | zydus cadila | allopathy | 
MED0141689,Myclox 250 mg/250 mg Capsule,East African (India) Overseas,,allopathy,,57.9,False,myclox 250 mg/250 mg capsule |  | east african (india) overseas | allopathy | 
MED0141690,Moxycarb 250 mg/150 mg Capsule,Abbott,,allopathy,,55.41,True,moxycarb 250 mg/150 mg capsule |  | abbott | allopathy | 
MED0141691,Mahanac Pro 100 mg/500 mg/15 mg Tablet,Zuventus Healthcare Ltd,,allopathy,,52.76,True,mahanac pro 100 mg/500 mg/15 mg tablet |  | zuventus healthcare ltd | allopathy | 
MED0141692,Megabid 500mcg/75mg Capsule,Ordain Health Care Global Pvt Ltd,,allopathy,,138.25,False,megabid 500mcg/75mg capsule |  | ordain health care global pvt ltd | allopathy | 
MED0141693,Metolactone 2.5 mg/50 mg Tablet,Centaur Pharmaceuticals Pvt Ltd,,allopathy,,46.65,False,metolactone 2.5 mg/50 mg tablet |  | centaur pharmaceuticals pvt ltd | allopathy | 
MED0141694,Mericef 100mg Tablet,Merit Organics Ltd,,allopathy,,72.0,False,mericef 100mg tablet |  | merit organics ltd | allopathy | 
MED0141695,Marcetam 400mg Tablet,Marsha Pharma Pvt Ltd,,allopathy,,67.07,False,marcetam 400mg tablet |  | marsha pharma pvt ltd | allopathy | 
MED0141696,M Tag Syrup,Proteger India,,allopathy,,48.0,False,m tag syrup |  | proteger india | allopathy | 
MED0141697,Micolix P 750mcg/75mg Capsule,Cee Bee Laboratories,,allopathy,,120.0,False,micolix p 750mcg/75mg capsule |  | cee bee laboratories | allopathy | 
MED0141698,Montflo Syrup,Edinburgh Pharmaceuticals,,allopathy,,95.0,False,montflo syrup |  | edinburgh pharmaceuticals | allopathy | 
MED0141699,Melsia Syrup,JV Healthcare,,allopathy,,37.0,False,melsia syrup |  | jv healthcare | allopathy | 
MED0141700,Metchem G 2mg/500mg Tablet,Ultratech Pharmaceuticals,,allopathy,,50.4,False,metchem g 2mg/500mg tablet |  | ultratech pharmaceuticals | allopathy | 
MED0141701,M Kon 60mg Tablet,Madhav Biotech Pvt. Ltd,,allopathy,,49.0,False,m kon 60mg tablet |  | madhav biotech pvt. ltd | allopathy | 
MED0141702,Minidoxine CV 200mg/125mg Tablet,Research Medicure Pvt Ltd,,allopathy,,280.0,False,minidoxine cv 200mg/125mg tablet |  | research medicure pvt ltd | allopathy | 
MED0141703,Miotel A 40mg/5mg Tablet,Captab Biotec,,allopathy,,80.0,False,miotel a 40mg/5mg tablet |  | captab biotec | allopathy | 
MED0141704,Mecocas GB 300mg/500mcg Tablet,Casca Remedies Pvt Ltd,,allopathy,,100.0,False,mecocas gb 300mg/500mcg tablet |  | casca remedies pvt ltd | allopathy | 
MED0141705,Menslin 10mg/250mg Tablet,Zorion Drugs & Herbs Pvt. Ltd.,,allopathy,,26.0,False,menslin 10mg/250mg tablet |  | zorion drugs & herbs pvt. ltd. | allopathy | 
MED0141706,Mezole-D Capsule,BAMPS Health Care,,allopathy,,52.6,False,mezole-d capsule |  | bamps health care | allopathy | 
MED0141707,Miz-D Capsule,Dynamed Pharmaceuticals Pvt Ltd,,allopathy,,78.7,False,miz-d capsule |  | dynamed pharmaceuticals pvt ltd | allopathy | 
MED0141708,Manclav Dry Syrup,Man Serve Pharma,,allopathy,,70.0,False,manclav dry syrup |  | man serve pharma | allopathy | 
MED0141709,MDG Tablet,Positif Life sciences,,allopathy,,189.0,False,mdg tablet |  | positif life sciences | allopathy | 
MED0141710,Mefzan 100mg Oral Suspension,Ambience Pharma,,allopathy,,27.0,False,mefzan 100mg oral suspension |  | ambience pharma | allopathy | 
MED0141711,Mcef 100mg Tablet,MPC Pharmaceuticals,,allopathy,,95.0,False,mcef 100mg tablet |  | mpc pharmaceuticals | allopathy | 
MED0141712,Moxpin LB 500mg/125mg Tablet,Pinarc Life Sciences,,allopathy,,144.5,False,moxpin lb 500mg/125mg tablet |  | pinarc life sciences | allopathy | 
MED0141713,Meling MF 0.5mg/500mg Tablet,Hellix Healthcare Pvt Ltd,,allopathy,,54.45,False,meling mf 0.5mg/500mg tablet |  | hellix healthcare pvt ltd | allopathy | 
MED0141714,Marzon SB 1000mg Injection,Eris Lifesciences Ltd,,allopathy,,300.0,False,marzon sb 1000mg injection |  | eris lifesciences ltd | allopathy | 
MED0141715,Methgab 300mg/500mcg Tablet,Vellinton Healthcare,,allopathy,,102.65,False,methgab 300mg/500mcg tablet |  | vellinton healthcare | allopathy | 
